Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
72392.8850356103,5.5813319676,7.0816531639,4.23,23997.4535540521,1014430.12056631
75033.917768592,5.2946275345,6.9873677139,2.39,27355.8297917537,1373512.30177617
81291.6704906285,5.2139938379,8.4299017534,4.19,33097.5564114903,1454749.80659404
55992.0345875237,5.2998581904,8.098857048,3.08,32032.6377719328,1166600.45662583
57108.6184435902,7.1201353317,6.3932101219,2.23,43511.0179893791,1093253.49093456
82373.2084294276,6.3277734026,7.2079859374,4.4,67701.6497954401,2130761.99965768
67433.3999444007,7.7824612004,6.5640275813,3.05,41030.4089060458,1719762.30804922
61088.393613563,5.8107248407,6.0854443491,2.18,40426.8351675353,1019880.65305419
69650.7290286396,5.9227747422,6.2011552032,3.05,41608.0646551453,1296645.37494057
64163.5418052173,6.8667502028,6.9337708913,3,39354.7892570142,1372878.53439379
68606.8700464614,5.9300059377,6.9802741281,3.43,36084.8377436657,1117011.10618471
65739.6860184681,6.2010986068,6.7229671917,4.16,27721.3936406148,959734.813297981
50709.3539048861,4.7618376919,6.8220586988,3.18,60199.842545533,1074824.81648868
65083.8800937127,3.5188863147,8.374999406,3.2,39498.300281064,922054.131941255
58726.5292111901,5.1806784697,6.9797646384,3.24,40771.0286092872,1017374.02335737
58593.4479168012,5.8768935879,6.6639042694,2.1,45694.5075729908,1227401.53898684
59466.8655964281,6.5034512632,7.1100814733,3.26,44825.812653236,1226041.78302166
79619.8642706259,4.7521531943,8.3549615065,3.11,36156.9204908966,1411334.21947556
63134.6394153418,6.6762364091,8.48231689,6.25,27554.2868672375,1317234.04287959
81699.9209022384,6.7843513877,4.7650582352,4.4,33957.0020294756,1250144.01243897
49863.2268739416,6.7773750188,9.6406816381,5.03,42056.8471245179,1389047.55777647
66835.2201182783,6.5255984822,5.2284394478,3.16,23523.6019781791,792449.543065239
81301.9198350127,7.0826811874,6.7761253667,4.06,40860.1204807071,1860681.94702102
67350.1677428588,5.6264568481,8.0300991245,4.13,26076.3908632716,1110827.8221613
77947.4643644405,6.4417886088,7.1934037979,5.46,29660.7965796149,1539129.36381118
59941.0183952103,6.5138662501,6.9380663069,2.37,37853.3013369232,1132779.83676253
69876.3571740722,4.9963754744,7.2537657416,6.13,20038.8618959538,839629.512174473
74909.7242242307,4.2258881269,6.9229147427,2.29,40193.5287154469,1243239.00340404
62209.8723144052,6.1623297408,7.9898074304,4.27,32529.9507165867,1104109.03502936
83372.6423377232,8.5539393741,7.8639712024,4.32,14502.4447683901,1664301.51232326
59273.4223358332,5.7155460284,7.6624764793,6,20353.1609916074,818289.764208742
52916.367595851,6.6362849099,7.5692206984,4.4,36105.0696114198,1062666.36638358
64714.5241623194,5.1537452316,5.4906318685,4.45,23836.5384336688,730043.645059597
63427.8105336403,5.1642516543,8.730904572,6,31689.9332317018,1307173.87150933
72885.5231176164,7.6419651595,4.9691582066,2.22,36711.4942574451,1464710.20636236
63780.0401520597,5.0442901619,5.8903879705,4.1,32010.2281101181,769851.803437352
59709.933109847,6.320753255,6.3768043442,3.32,39383.9658598991,1012023.39863856
68275.5811956004,5.5349341739,6.2778316784,4.13,31383.070689686,866328.131327864
78556.7970535032,6.1621733209,5.7832536835,3.16,34677.7242991582,1222726.56436107
57471.9431675143,5.970952518,7.3591947365,5.37,35822.6016835835,998702.037124144
58583.5084493344,6.9520340522,9.4727420736,6.47,39910.342676507,1644242.13714166
66537.2527167054,6.3460797442,9.2689668472,6.12,53721.141290674,1817188.45099087
78269.1425632106,6.5231875848,6.0234722904,2.3,54954.9718861593,1553976.23390492
70562.3585058971,7.037251617,5.0127928859,3.48,26073.2223029374,850593.337657714
65594.0673857595,7.4928033166,7.1136850995,3.3,24580.563700286,1179987.3238175
72493.2094351799,6.6093261623,7.5093355268,4.23,40722.6559734196,1554986.69487721
60757.0812102869,6.4865681791,8.1559150884,5.35,35561.0844073509,1281378.17447487
72920.8677538581,5.3979641714,7.7369523866,3.43,35656.2296909745,1125677.60431618
76134.6777649988,7.2481080656,8.4258206877,3.13,34956.1261596122,1705889.88669841
56957.8352090672,5.9698544951,5.9357093087,2.05,29498.9641866699,783565.102500141
54642.7062823365,6.2909685398,8.9824859236,6.12,42987.0657318595,1355362.95558726
60018.8937687609,6.650993718,5.2586963937,3.07,35188.9182589553,927181.066392683
67417.1123483745,5.7288277972,6.1952703082,3.48,36002.2960789018,1058517.80992559
56088.6394011427,6.4306483599,8.8406679079,6.24,44796.5858329676,1397564.15628244
70850.1305024225,5.3339093024,5.4879030734,3.12,14731.9697575126,635429.230519009
69692.4733259523,4.6149934621,6.3773107945,4.27,41818.0049101626,1104701.23442073
68104.658557497,5.8976485063,7.0509994235,3.05,35008.2675137685,1368134.99768214
50521.4635581085,7.3744579381,7.1496116731,5.11,36713.8648433588,1204117.41865411
64900.197934874,5.3050693498,7.2604369725,3.31,21815.4888833383,517937.58954093
78951.7358965385,5.4430393458,5.759583193,2.18,31055.0510899013,1241182.83496703
77553.9064009041,5.0618054893,8.5353754543,6.45,53405.5058147593,1603627.28021897
56734.3507634621,6.1591014126,8.280403871,4.3,27982.2717072182,1063206.37795103
72827.9713189405,7.1817436781,4.4192154884,4.13,39730.4817922784,1269293.20873604
76306.6487079188,5.3563301045,6.7339064799,4.15,18041.9435020719,1063399.27478292
57293.4274007752,9.1252828726,7.7800076309,4.3,27991.8399975256,1561313.83763862
65088.0882398506,5.7820092843,6.7901496751,3.11,39863.1725522702,1135613.43184142
67813.6765788807,5.6723366904,6.3964450896,3.14,30253.8574759312,1057347.16605278
52866.9018274389,6.595790348,5.7672532715,4.34,31925.8995844719,772310.227826148
55956.6784568118,6.4754959351,6.5054065675,3.36,32844.5643930628,989263.23661234
56225.5541315473,5.9019315519,6.6867094778,4.13,35245.7448083036,699323.262392549
71532.9791087572,8.1870458416,7.1179617368,3.01,28635.3732744711,1596342.9087478
70514.4257374634,4.444530278,7.311785484,5.41,52378.2512177121,1499153.08083988
54673.5211839587,4.4961934697,7.0819337384,5.31,39160.5532703811,770770.584875718
58412.2830492499,5.6662982953,8.2818789859,6.47,22900.1134528391,1055484.37348079
64861.9133803673,6.4025073312,8.0793726827,5.31,25032.136517753,1240503.52412108
82632.0457705038,5.3022446625,5.0364289178,3.38,13162.9796556986,900973.376395547
71499.8066452635,5.5330155456,6.7676072182,3.11,27417.1118332833,1035976.95286971
75034.523635745,5.7819366933,5.521846997,3.28,25348.4712696038,1086447.51066324
55447.0815357779,6.8923069349,7.708946587,5,37723.2822907991,1366980.90988088
80196.2422508874,6.6756970674,7.2751927963,3.17,48694.8641438666,1616937.01868768
60480.0546447494,7.0116217478,7.1572149481,4.24,46361.6322127865,1639944.9587541
40581.778087153,4.1698203698,7.4154160679,5.44,48820.2302561554,509499.588996669
61932.8726155633,6.6873679554,6.7512086367,4.34,34143.0507610978,1200125.44711925
94392.8978750737,7.0396201406,8.2872793313,6.32,41462.1274212979,2142896.55640726
66236.4258829296,6.3184023384,6.3617648139,4.01,45921.5424191796,1301089.71150823
76771.8852014307,7.4707778405,7.5282868547,4.26,35690.2188525583,1860648.74528763
75851.043662957,6.2987037457,7.1514770661,4.45,26831.5434003022,1283996.96848927
60509.8384635902,5.2150263303,7.7166662715,5.29,35376.733827958,947355.970086451
62052.1949859967,4.1396204689,6.4846849154,4.17,41722.6619034681,875799.24734427
61657.0435379126,7.5190874359,7.9263722374,4,42285.9628037329,1483041.33501214
92609.2276971839,5.4884019874,7.4576287295,5.14,29421.1713304954,1508856.42431475
81038.1448009214,5.0178465984,6.7978691007,2.36,35371.2125661972,1302814.48932942
54012.5727161075,6.461488895,7.19091541,5.07,21653.9846772806,747396.253126805
65573.4611099803,6.0615317934,9.0908516319,3.43,58195.4570316083,1723397.08928356
57335.7907735853,5.2647020413,7.4182694933,6.43,41826.0508209428,1059431.45126336
64098.0814688666,6.5834473507,7.9644192974,3.49,43769.9671348171,1309397.04942904
65212.366398608,5.7873065916,7.636500321,5.05,29582.7227759331,981232.612371271
65256.1392281765,6.5382289003,6.8952552187,3.24,37875.2016602146,1389763.82152622
89488.6397616382,5.2478296469,7.2906315494,6.12,49089.9591242605,1599963.8071501
54415.8328039995,6.8176062661,8.0148767009,3.25,38937.7857710285,1208843.27673078
76674.522102812,7.1524245031,9.2935132394,6.17,43156.0867835897,2059301.34341981
62702.3689437613,5.7808945897,8.1319840583,3.27,47285.4616765951,1272337.50350584
72788.167058024,6.5598826315,7.3376892371,3.09,31765.8977290137,1390377.37493619
72415.4279875143,6.2719743793,7.3655044046,4.08,28885.0532996044,1212899.21865627
73896.1034219488,6.1820917972,6.0802696056,3.05,44256.7791324606,1393482.84962797
87541.4528781849,6.5701935831,6.3991067077,3.22,31044.9794668348,1603046.17935713
71843.758903885,5.7534669927,7.4278446403,4.44,27676.2713988499,1063069.91642509
74141.3311121831,4.994616743,6.6692926865,3.4,46905.1929528219,1068492.61299479
74101.4930404899,6.2847499658,6.874009026,3.46,34628.5393202781,1337973.73201597
42943.9360086461,6.289222852,8.3660676245,3.25,34468.8738315807,889831.151052207
71267.7062497718,5.5795208216,8.1052282973,4.4,36795.3981651396,1308231.76941177
72655.6487281399,7.5456088763,7.2018233095,4.1,23623.3000672901,1612102.09670813
72531.1338023825,4.6618017613,6.4988152015,4.18,15167.4110710335,578161.495540169
72259.5827338171,6.8893731035,6.257776744,2,45598.8967401775,1454126.55099181
63593.9511406185,8.016627453,8.0058703855,6.47,40186.2933689402,1684537.96115638
85696.2039428824,6.3894277165,4.8405950552,4.47,24138.0662842515,1347210.09225497
80077.9305018817,5.7395218326,7.437009145,4.5,30774.3943050799,1603342.66926749
75339.9158209788,5.407478241,7.4221562869,5.07,49307.2098091536,1383563.5742572
54618.2362451556,6.0026180208,5.7571650868,4.12,40673.9221011801,705444.116790904
66829.1838793527,5.5787880802,7.3434208506,4.22,48776.9266064209,1418045.71879069
82760.3762716593,6.1356940102,6.7785637437,4,33839.0851860463,1457755.97931771
79769.0528971658,7.1182660126,7.871982757,5.41,22669.6741187405,1617405.42473352
46800.3725884913,7.1546953343,4.5133538313,4.24,29587.1385346378,456019.171216889
78186.2829366601,5.5009045168,7.183912048,4.37,28130.2659192054,1348804.22934007
65091.3091774501,5.3494228694,8.5948426388,5.42,49224.0928050388,1579360.82481112
51218.6782600276,4.8644111737,6.6096340386,2.35,21091.587441168,385678.166673123
74095.7128145971,5.9087647893,6.8473623263,3,32774.0219748158,1121023.43701055
62769.0346834202,5.5715878656,7.7809858037,4.45,43314.1610825856,1178553.61617926
64836.6539815814,6.4905238169,8.2719828918,6.3,35163.5168362789,1296467.99364115
59141.7964422585,5.6313173748,4.1986766291,2.17,29386.5804487921,313651.503233292
66698.739727487,4.7906456564,8.3653832914,5.21,51747.7767643047,1530294.57733993
75892.5062776946,4.7156835763,6.7932158737,3.15,40908.8923232921,1249914.39484254
70031.2730378527,4.6233444954,9.1886672618,4.13,36679.4320262847,1270432.39962533
79757.0185648435,3.9626722061,6.3607222181,2.08,45130.8282780313,1123753.73420143
60029.432639953,5.7148785379,7.990513702,6.01,32818.0671328988,1005087.36103998
70329.4098843194,5.9887832053,8.3431252209,4.36,48077.2649630308,1712282.25936342
65907.9466787571,5.5064128452,5.7272021986,3.39,33303.5431034771,698457.677649967
87068.2451307206,6.4277812289,6.5395772034,4.12,16083.1444229684,1322439.10755647
76327.2120629355,7.0846641239,6.5840169655,3.13,42939.2742403768,1599615.74455306
62315.583699923,6.6824629704,5.7641411935,3.41,47163.7546160411,1142264.24767841
63579.8979574716,3.3425991737,7.2211473954,6.47,51246.1028786826,1012768.75622901
66197.6737665074,5.7902734514,5.8953351239,4.19,55849.4692225837,1244916.54754329
65984.2969071486,5.5609291009,5.7728513404,2.18,40976.7868281964,1016526.59374355
70894.141134778,7.0407079908,6.937166766,4.01,24878.4617319431,1383565.69618953
78186.2392432589,5.8380638277,5.1334657108,4.17,49617.7314160528,1526369.64743524
59539.4123994626,6.3050955427,7.866082003,3.23,14403.8352959878,961495.096445765
77163.3005697761,5.0523115013,7.5140620316,6.06,27766.7619389615,1228362.74689607
67082.0258650918,6.2448594981,9.0280472224,4.45,40412.0477597024,1674680.74073848
53120.6292474611,6.8123728271,9.2002462001,5.39,36100.5771768539,1411217.49285109
79095.279230382,6.6668088661,6.7385336824,2.5,23624.2489373264,1476392.55075533
71244.1707468658,6.4771688207,5.3310101758,2.36,15769.199970062,751324.13874907
79058.9399092003,5.0180972999,6.6847791897,3.35,35074.2648105219,1366714.37555273
84703.6282299574,5.918210783,6.8836708773,2.36,51169.5855946574,1718625.94527458
73001.1112484747,4.7285081291,8.4614682748,3.38,45338.0913903797,1344869.27970649
90972.4061270065,5.4019132011,7.3232248465,3.37,24943.9619394056,1442079.05731339
77362.0545583807,6.0327148302,5.382998154,3.31,24171.1824742017,1000892.04640438
70850.165815317,6.4333393986,8.575994509,5.23,42035.9919854521,1553395.56206258
81248.196971875,7.9390037349,6.7494887163,4.25,48922.5214003447,1969256.93301589
72173.330871716,5.6373120979,6.8092666095,2.2,42946.0809925388,1435261.98681704
46627.7894814501,5.2766148979,6.4073395201,3.28,37302.5253375922,718874.679765292
82113.9820060696,6.7449058353,6.5962781851,2.43,51561.2631356534,1883082.27632007
62622.4837930421,6.0368956101,8.8447739603,6.16,48899.5138186045,1502443.22975094
70607.2827087146,6.8358411677,4.5414668693,3.42,58793.2681999755,1513650.38118926
80335.9615528479,6.0450003313,5.1659018424,4.04,56689.2790744723,1410264.40477702
58765.0401954759,5.5065796329,4.882380596,4.12,30997.4390416425,647691.835202872
86849.8444232029,5.689341577,6.1812278612,3.01,45178.4676835112,1675062.89068713
71918.6683156566,7.9120356059,7.0927140407,5.28,23690.6979936729,1336134.48588214
75513.2468871411,4.6079116555,8.0869811089,6.5,37175.0706362709,1376240.61529908
66359.1548478514,6.5464953298,8.0411985718,6.42,32976.8079659484,1680017.24042077
68638.107845976,6.4458072616,5.9802292801,2.49,25380.4130119254,1186025.95087703
86084.3352305614,6.143843489,6.7760684615,4.33,24447.1066955946,1460044.54625013
55076.0722195659,5.9550419012,6.4996963771,4.06,23794.9517800567,650939.206671852
74682.2241636274,7.1980909696,7.3287091217,4.12,39293.6529963047,1525690.99505673
69379.2381717445,8.20738606,8.2733867717,6.4,34612.7637160451,1827476.19606152
61431.8292912075,6.9555358468,6.0718307027,3.18,32912.0439818602,860399.345193215
74085.6886425114,5.8855774191,7.8132423965,5.35,32481.5217747088,1574181.73175318
54204.8111207744,4.9464428996,5.0561897403,3.39,39735.0687111658,333160.994279495
60842.8044495733,5.7313776553,8.1150244621,3.2,45258.1587089738,1279681.15439659
85429.4659767276,6.3367699153,6.6286450051,3.32,36411.8345605675,1594748.12458456
76602.893925243,5.6343880536,8.440490911,5.13,20927.4307892027,1495375.42334553
65629.8809748133,6.4184715332,7.5248746538,6.19,17609.1969315374,954732.903840288
74227.495234383,6.9906767595,6.8339559018,2.46,25934.6491997925,1426695.6863993
79671.414004314,6.2955161393,6.8401253825,2.44,35953.1572289645,1468459.95474691
71816.2764257985,5.4944875204,8.6292684065,6.27,41178.2611917578,1607863.82828653
54623.7652887508,5.844598703,8.2971243568,4.03,41939.5150717703,888866.39453956
61536.5572164795,6.6705429069,6.9940159042,2.15,29346.7209046172,1151341.85020436
66357.5284168729,6.3780660499,7.221474525,6.36,38072.2846805672,1045704.70032846
64957.9263793336,5.0792288351,7.6483349204,4,49513.8964301784,1279160.98758547
86895.5962073074,6.6864904019,7.3215131237,6.26,38042.7361164075,1799455.40609275
90533.3135158084,6.7058435177,8.1514711411,3.23,46610.7355682315,2005167.48021723
65939.8849453504,7.4781044503,7.5559194366,6.18,29620.8395336956,1492612.18936154
56505.8277951627,5.3005336428,7.7953749998,3.43,30995.488167476,976481.716838295
60564.0515308213,5.6661585557,8.3823392183,5.03,49574.1041729859,1247002.16426284
78606.7471376518,7.0317738288,5.0935267351,3.37,51235.5892923126,1426682.13463721
72747.1290329986,5.6652506322,6.7831214519,3.35,35060.3486323453,1171989.71780841
76193.7163595409,5.996661954,7.909545202,4.18,26736.0959980361,1370909.95193431
70912.8917286206,5.3542269214,7.5087759067,3.46,20797.8219260967,1083071.55982463
81922.7475259831,6.1346609576,6.7207725572,2.01,21677.0133915893,1065656.02347586
73312.8881720852,7.242393804,7.0648782333,4.16,32256.704509173,1492095.14319744
48483.9423018425,6.0820647538,7.4059489473,5.05,35848.0812672504,936864.687834366
85009.0673941548,6.4692945516,6.7742433512,3.39,48601.7974554952,1966139.92775068
79029.4604512948,7.4051665062,5.4485800967,4.24,48607.0954198944,1558196.96857136
70301.2379354176,5.8074945432,5.8388441742,3.25,49076.6543794803,1280588.34189717
46339.9008089345,4.1689721603,8.1595375826,4.27,52123.9938635075,853750.652948794
68272.3196494317,4.0793201642,7.9832595763,4.05,30937.8284833428,978824.601615563
60285.6061718291,5.1424146851,9.9165284348,3.14,27370.1857184141,1273554.27783518
62671.7307015064,5.5379267303,6.4020283166,4.44,31702.7145472359,798659.217098988
66615.8899157487,6.4017886415,4.894203341,4.01,48604.0743853048,1114128.47004126
78431.3104132593,4.5598705978,7.4994467867,3.13,23623.3009830629,1108894.00322616
46646.7105405113,6.3318780755,6.7267958121,3.45,34006.865298191,710269.213968103
72405.471687085,4.3726038392,7.4737931295,6.31,35062.8865416204,1142127.88427019
66225.9048018815,6.3337887926,6.4761859299,3.47,44384.5197448955,1378269.57282251
56106.3567085628,7.002809147,6.7442281659,3.48,46002.9039581937,1140126.18694318
65896.4220739896,5.8317253578,6.5862858338,2.2,34170.3366635087,999146.869374394
71601.6410554891,6.0669994871,7.2499052405,4.24,34787.4653720593,1289201.3907333
57584.8452406871,6.235777366,4.6740735644,2.12,46724.8992115167,973197.775347568
65075.8577560382,6.7210016059,8.1035500706,6.26,30826.0782097545,1511653.4548035
69635.5987474487,6.721373834,6.2649768492,2.09,26312.3588338698,1158677.20197068
62829.0418103024,5.6602183122,7.1419208996,6.13,29277.538090042,1009093.80151039
57093.5637973804,6.6846578668,6.9872166139,2.18,19379.0208240568,861013.946077561
72919.1290135842,5.3863865041,7.2763821351,4.49,26625.1390651049,1064371.76412005
92774.6756877768,5.9906489162,7.1632409609,5.38,35016.4552176533,1883469.24354168
59443.2013041721,7.2290176908,8.3638637944,3.09,28100.3177083641,1191340.82587547
71677.3073303295,5.2348752517,6.5818685225,3.39,38736.9020029962,1300303.4071227
77620.9211488715,5.8711680622,6.6783575967,4.12,29115.6848515361,1126042.40497141
95236.1370541278,5.6938963421,7.0740927952,3.42,41524.5832994539,1848511.10816
73145.4857555224,5.6994282012,5.6362595698,2,31750.2676659115,1072874.61021656
62311.3877530032,5.4923104387,5.6908254204,4.23,51601.5940071679,1019127.7329514
66854.3876243394,5.0164871799,6.6522212499,4.16,41382.7258964465,1210161.07049412
70520.2727826636,6.62829804,6.1467981033,4.48,51639.3069723694,1561234.13316886
94241.8233228653,7.7012057016,8.0715350704,6.29,39139.5729665389,2180065.59773864
83664.3897587008,4.950569548,7.654162707,4.3,39642.129934743,1665515.24612232
62241.1241391044,5.2942428849,7.2307535501,3.18,55613.3757063709,1307136.33458098
74286.58228548,7.1012700175,6.336485313,2.44,33439.4441629731,1604207.68427662
70217.7803464886,5.5760184513,6.4313513069,4.1,38779.3460125827,1057125.83908588
35454.7146594754,6.8557083639,6.0186465027,4.5,59636.402553025,1077805.57772632
80707.4049144854,6.7148720397,5.3626684963,2.25,25433.3029153142,1328525.02019627
54921.9098130275,4.8189967693,6.1344196228,3.09,49547.4556320581,1017775.5118271
67258.5875567787,6.3706384262,6.5176251226,2.45,50955.5725388263,1443816.97089639
77509.1377996097,6.1207371158,7.3503617202,5.46,18264.2300479188,1322010.0566819
57759.7652789546,5.4378616292,6.1005506995,3.29,49698.1987231539,1064939.52251981
54234.3840279591,5.2235953548,7.0885152128,6.33,37393.998710862,768541.916124596
63438.727566939,5.6401623437,9.1515313026,6.12,32180.3604676567,1244563.27469175
40141.5664765174,5.0558196752,7.3981539308,4.46,53364.4628809632,744291.027321074
86197.0292104185,6.0435547056,7.6553750074,3.34,44099.5352735459,1879416.22245231
75992.0038190696,5.0408964331,6.9847701771,3.17,39503.0980687055,1131698.21419536
61482.9787976248,4.3769691852,7.7945183373,5.02,34993.8414043945,1000713.5863274
70256.3602090335,5.0036841879,8.5791386695,3.1,45672.3899898482,1313128.13783586
91328.0924412642,5.1274154522,6.5425979583,4.32,49530.0003386884,1810561.1745762
75106.2774364639,7.2125577772,8.0655684097,5.5,41143.4377437748,1877268.75002162
79908.1598741393,5.7250507455,6.4452007114,3.3,40229.9878487686,1495672.59380075
93763.1128249684,4.9716037125,6.3409962596,2.19,44047.9111698501,1708102.10239872
50167.4862794006,7.5598160592,7.3582296668,3.08,34292.3069425434,1058356.1801034
51391.6443474244,5.5595256113,6.9038480738,3.13,28063.7179637003,681089.918915701
79823.4094467133,5.7448084173,9.6324030306,5.35,41545.6122636073,1958064.74206054
65913.8616097237,4.8578334203,5.3550125499,2.44,12450.5784749977,353240.054672692
69603.6906571082,7.4330654186,5.097025362,2.05,31337.780850703,1054304.1717288
46367.2058588839,5.2907204759,5.181613804,4.5,26015.2964465748,268050.814743514
66195.3377140093,6.5079713633,6.6118611447,3.14,37288.9235744304,1318597.71477866
76899.2820041233,5.347527265,7.763502241,3.25,37825.7798042571,1334537.42355949
54427.9115109663,7.1900230189,7.3321346621,3.03,54045.9427136436,1598736.40016478
82920.8783743023,6.1715014824,7.1464998889,4.27,33935.9722740156,1699952.81444788
47121.0099579002,6.7148820228,6.6509226454,3.23,46303.4621074585,1012269.82010469
74968.4173232895,4.7094984041,6.5563823686,3.08,28045.4221435318,1093506.01425066
68222.7425829193,6.3090693347,7.0570619209,6.22,32660.4397111601,1064703.30523594
61485.8739851556,5.8714621615,7.8512761889,4.4,38179.7804024769,1184614.08702402
72894.7371673531,6.0291079965,6.5630532947,4.01,37796.055653301,1146480.21353497
68254.5959664605,7.8981906906,7.4855725147,4.36,48908.7715778505,1925615.84080549
62088.7009005336,7.0531111082,7.1139684211,5.23,38337.4784094564,1233882.55530296
60658.6483328049,4.5376298269,6.4402432363,3.49,45004.9700153371,822685.374581673
76321.0626901451,6.6730998334,7.4880465822,4.46,56696.5175001652,1935831.0390568
52141.3590088447,7.5671529384,7.2997964217,3.28,29595.4314299524,912585.621169246
75080.1735639095,5.9698005802,7.2159121368,5.35,50408.8601703169,1636906.28837785
62117.4546216402,7.3149920021,6.396100737,3.13,26295.4396612671,1197929.7431865
74253.4431941394,4.404914662,5.2803326322,3.25,44939.6725561173,1039794.76744782
65561.4558445417,5.31942298,6.5261014904,2.47,40231.6968847042,1033450.13928111
58124.4234607936,5.9377594054,6.82234662,2.34,28863.868032538,839589.844483433
62159.2275859879,5.1628496238,4.3162590539,2.04,36644.5302440113,782800.49470291
88722.9595354089,5.8644659225,5.9874242923,4.06,29896.6741742636,1547127.38645843
74791.0167549043,6.113429406,7.4804088014,6.45,29153.7996498806,1518706.28289303
67305.6247452149,6.3240948739,5.4828226035,2.42,39369.644117068,1074456.40249041
51195.8953332161,5.9914285998,7.0444197808,4.05,30028.6216659235,671960.644893005
63223.3696124851,4.9446307059,8.0873566254,3.32,35891.8061627835,1185734.9581773
78788.4395236989,6.7724874731,6.6375975212,4.01,38656.4313863618,1518454.0603521
58367.6900645558,5.6763869324,6.2193907105,4.46,28800.9098809402,666745.671431244
65149.8959095738,5.561847875,7.1214176157,6.36,29190.8879807975,988014.75606432
72416.4808973431,6.162244128,7.2689535203,4.44,6805.7407831105,997452.500886766
81374.6710491736,6.5940229507,8.3864604312,4.09,38647.5030557275,1791307.24109703
70342.6710547828,4.555560605,7.3099193752,6.34,34970.815795313,1223589.04602437
68966.9755656618,4.9992478371,8.0595053304,5.5,39917.4341177717,1321257.25057209
60104.1211312901,7.7011450527,7.2590013157,6.33,31781.9247373062,1193687.18061231
55192.8498593474,5.9539935756,6.6721810632,4.07,36705.9066910371,840208.74304146
68599.7382734092,6.6742036585,6.5963542255,2.13,42548.1100420532,1474745.01540938
76611.8893220328,5.4477558104,8.5705260575,5.22,33001.9146658119,1527439.71726599
45318.6741805237,5.7092329675,6.9255609939,2.36,47223.1642695993,802048.445531414
73714.164827193,6.10737087,6.3370538055,3.08,30049.170013554,1016960.6547934
59961.0953002359,6.7357289911,6.0920995896,3.49,31853.7117282778,1051230.0005784
70444.4627327887,4.717135602,7.883996339,3.46,41919.5839385153,1209964.35233124
66638.8660444856,7.9732203901,6.2291556348,4.25,26641.7033221246,1357208.23773923
73869.535515389,6.3964378553,7.5067330338,5.46,25694.2473129594,1513846.59470778
74112.7932876541,4.4125854602,8.0546217232,3.09,66995.4740494317,1737570.50507453
44180.4608443032,7.1165752309,6.9024854536,3.32,30809.9674848372,613370.851093746
65279.3425908824,4.470479271,6.924873897,4.39,29971.8997639648,767784.630443315
63342.2914591063,5.5942258486,8.1662721534,3.19,31726.6684761273,1181663.48357115
77352.637603492,9.0089000922,5.8947618802,3.49,39667.5072643099,1898168.68405437
76053.5514292424,6.9997558044,5.4492748015,3.49,45636.3300361587,1471784.00517606
92669.5880330619,5.3027707256,5.4192357833,4.11,31467.4811930867,1397461.55252241
40748.6530872715,6.2503980438,5.5867944416,2.47,46643.1568409092,664465.330987397
68176.0697807608,5.4363959698,7.8127312563,3.42,32525.4451706267,1128252.81941175
84824.2206255071,5.8660663376,7.2291121097,3.26,27862.6732155369,1273629.12431665
38571.9636697535,7.4252917254,5.723008685,3.47,47386.7936137142,968411.624394605
63843.7557574263,6.2406940964,6.4085005391,3.13,37703.2969368435,1071537.37638207
87444.169136273,7.0780481908,4.959858562,3.37,51591.6755696138,1802294.28889866
63409.9767934004,5.7676229254,6.0872087485,4.08,56256.9820324918,1369582.58249144
55096.796645423,6.8484721328,7.4326131459,5.04,52405.2800607842,1350283.99651667
84597.3049209335,5.5226532038,7.8750119653,3.37,31143.8896634923,1637831.32783463
71408.2957407634,6.5650063815,7.2326095275,6.21,49463.0492633304,1574279.81397754
77376.1733071444,4.7714994662,7.7238446723,5.04,38105.777861147,1251063.64995483
58968.0284690522,5.3943219796,5.6887034796,4.22,50936.3308571034,992622.769267206
86528.9265394078,6.0136896208,7.9661091813,4.13,27593.1257615047,1616505.35412964
63274.6707346147,5.490367991,8.5622293069,3,38904.6673992134,1440106.86389146
72264.4879856374,5.5577343376,6.6271708118,3,32827.6754667131,1139014.19364814
56180.5914313818,6.2019211715,7.1806710938,4.27,41036.2841522689,1139072.7722894
59952.6574973875,5.2379501736,8.1945713512,5.49,50752.1940163548,1243491.57167752
59938.75110024,6.506753669,4.9903645389,2.33,44065.1494342253,1021126.6825481
72847.9884157494,5.9470643019,6.4590587275,3.03,21985.7346734684,960918.658447579
65803.6006472008,6.7308701845,7.0639883577,4.06,36011.0511691105,1306288.2274582
73177.6246002452,6.7064428443,7.2269163236,6.24,41971.1618291873,1537897.11811872
64469.0336416406,4.5345382403,5.8390495624,2.03,43745.9908164117,909885.801415027
87928.1375435283,5.4169605973,7.8682883562,6.21,47452.3578494693,1752112.60416309
70844.2055210895,4.1772138458,7.5089580539,5.34,33483.652479802,1129388.12297668
87758.4332130747,6.6502518126,8.6076121946,3.16,47320.6815816522,2024902.52128311
60555.4050428286,4.9868577516,6.9493335982,2.5,49309.8548765276,1164968.87663175
60055.6061964933,4.8737489635,7.5052437516,4.27,44435.1645212526,1187454.67248781
88603.2087760559,7.097176548,5.2326161532,2.16,37215.6696432358,1675702.22325349
62873.3696861255,5.7779362698,7.6061419844,5.27,41637.7952945014,1163559.47105129
54226.2913057489,5.370173558,7.505222178,4.33,35596.824578026,814240.281598352
